Trade #,Type,Date/Time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %,Cumulative P&L USD,Cumulative P&L %
1321,Entry long,28/01/2025 05:00,Long,239.78,142.108,34074.65624,-531.48,-1.56,599.7,1.76,-856.91,-2.51,115075.52,115.08
1322,Exit short,29/01/2025 20:00,Short Exit,231.68,178.766,39854.09204,-1562.41,-3.92,46.48,0.12,-2356.14,-5.91,113513.11,113.51
1322,Entry short,29/01/2025 19:30,Short,222.94,178.766,39854.09204,-1562.41,-3.92,46.48,0.12,-2356.14,-5.91,113513.11,113.51
1323,Exit long,30/01/2025 21:00,Long Exit,238.63,131.271,31028.52627,296.67,0.96,1093.49,3.52,-1251.01,-4.03,113809.78,113.81
1323,Entry long,29/01/2025 20:30,Long,236.37,131.271,31028.52627,296.67,0.96,1093.49,3.52,-1251.01,-4.03,113809.78,113.81
1324,Exit short,31/01/2025 12:30,Short Exit,239.78,253.4,59498.32,-1261.93,-2.12,32.94,0.06,-1401.3,-2.36,112547.85,112.55
1324,Entry short,31/01/2025 09:30,Short,234.8,253.4,59498.32,-1261.93,-2.12,32.94,0.06,-1401.3,-2.36,112547.85,112.55
1325,Exit short,03/02/2025 15:30,Stop Hit,207.4,213.445,49781.77735,5513.28,11.07,12238.94,24.59,-689.43,-1.38,118061.13,118.06
1325,Entry short,31/01/2025 18:30,Short,233.23,213.445,49781.77735,5513.28,11.07,12238.94,24.59,-689.43,-1.38,118061.13,118.06
1326,Exit long,04/02/2025 05:30,Long Exit,204.2,95.022,20204.52786,-801.04,-3.96,697.46,3.45,-851.4,-4.21,117260.1,117.26
1326,Entry long,03/02/2025 19:30,Long,212.63,95.022,20204.52786,-801.04,-3.96,697.46,3.45,-851.4,-4.21,117260.1,117.26
1327,Exit short,06/02/2025 04:30,Short Exit,201.68,181.997,37356.70422,651.55,1.74,1841.81,4.93,-92.82,-0.25,117911.65,117.91
1327,Entry short,05/02/2025 15:30,Short,205.26,181.997,37356.70422,651.55,1.74,1841.81,4.93,-92.82,-0.25,117911.65,117.91
1328,Exit short,07/02/2025 03:30,Short Exit,194.14,225.152,43960.928,249.92,0.57,1769.69,4.03,-213.89,-0.49,118161.57,118.16
1328,Entry short,06/02/2025 15:00,Short,195.25,225.152,43960.928,249.92,0.57,1769.69,4.03,-213.89,-0.49,118161.57,118.16
1329,Exit long,07/02/2025 20:30,Stop Hit,191.57,202.833,40992.5493,-2135.83,-5.21,267.74,0.65,-2139.89,-5.22,116025.73,116.03
1329,Entry long,07/02/2025 14:30,Long,202.1,202.833,40992.5493,-2135.83,-5.21,267.74,0.65,-2139.89,-5.22,116025.73,116.03
1330,Exit long,09/02/2025 13:30,Long Exit,199.49,296.713,59010.28144,180.99,0.31,2519.09,4.27,-359.02,-0.61,116206.73,116.21
1330,Entry long,08/02/2025 22:30,Long,198.88,296.713,59010.28144,180.99,0.31,2519.09,4.27,-359.02,-0.61,116206.73,116.21
1331,Exit short,10/02/2025 00:30,Short Exit,203.41,216.474,42247.06584,-1785.91,-4.23,233.79,0.55,-2151.75,-5.09,114420.82,114.42
1331,Entry short,09/02/2025 22:00,Short,195.16,216.474,42247.06584,-1785.91,-4.23,233.79,0.55,-2151.75,-5.09,114420.82,114.42
1332,Exit long,10/02/2025 20:00,Long Exit,201.36,197.759,41244.61704,-1423.86,-3.45,96.9,0.23,-1489.13,-3.61,112996.95,113
1332,Entry long,10/02/2025 14:00,Long,208.56,197.759,41244.61704,-1423.86,-3.45,96.9,0.23,-1489.13,-3.61,112996.95,113
1333,Exit short,12/02/2025 13:30,Short Exit,198.05,248.37,49254.2547,64.58,0.13,1286.56,2.61,-680.53,-1.38,113061.53,113.06
1333,Entry short,11/02/2025 14:00,Short,198.31,248.37,49254.2547,64.58,0.13,1286.56,2.61,-680.53,-1.38,113061.53,113.06
1334,Exit short,13/02/2025 19:30,Short Exit,192.7,228.692,43902.00324,-166.95,-0.38,798.14,1.82,-1488.78,-3.39,112894.59,112.89
1334,Entry short,12/02/2025 14:00,Short,191.97,228.692,43902.00324,-166.95,-0.38,798.14,1.82,-1488.78,-3.39,112894.59,112.89
1335,Exit long,15/02/2025 06:30,Long Exit,196.87,362.116,71641.02944,-351.25,-0.49,2715.87,3.79,-503.34,-0.7,112543.34,112.54
1335,Entry long,14/02/2025 08:30,Long,197.84,362.116,71641.02944,-351.25,-0.49,2715.87,3.79,-503.34,-0.7,112543.34,112.54
1336,Exit short,16/02/2025 06:00,Short Exit,195.13,317.991,62071.8432,22.26,0.04,823.6,1.33,-273.47,-0.44,112565.59,112.57
1336,Entry short,15/02/2025 10:00,Short,195.2,317.991,62071.8432,22.26,0.04,823.6,1.33,-273.47,-0.44,112565.59,112.57
1337,Exit short,19/02/2025 10:00,Short Exit,170.76,375.11,72358.719,8304.94,11.48,12011.02,16.6,-412.62,-0.57,120870.53,120.87
1337,Entry short,16/02/2025 08:00,Short,192.9,375.11,72358.719,8304.94,11.48,12011.02,16.6,-412.62,-0.57,120870.53,120.87
1338,Exit long,19/02/2025 20:30,Long Exit,167.75,232.707,39995.35209,-958.75,-2.4,565.48,1.41,-1002.97,-2.51,119911.77,119.91
1338,Entry long,19/02/2025 10:30,Long,171.87,232.707,39995.35209,-958.75,-2.4,565.48,1.41,-1002.97,-2.51,119911.77,119.91
1339,Exit long,21/02/2025 16:00,Stop Hit,173.16,239.452,41631.12472,-167.62,-0.4,1594.75,3.83,-790.19,-1.9,119744.16,119.74
1339,Entry long,20/02/2025 04:30,Long,173.86,239.452,41631.12472,-167.62,-0.4,1594.75,3.83,-790.19,-1.9,119744.16,119.74
1340,Exit short,22/02/2025 07:30,Short Exit,172.19,235.542,40786.45272,228.48,0.56,1415.61,3.47,-588.85,-1.44,119972.63,119.97
1340,Entry short,21/02/2025 16:00,Short,173.16,235.542,40786.45272,228.48,0.56,1415.61,3.47,-588.85,-1.44,119972.63,119.97
1341,Exit short,25/02/2025 17:00,Short Exit,143.05,529.223,89756.2208,14050.87,15.65,19946.41,22.22,-169.35,-0.19,134023.5,134.02
1341,Entry short,23/02/2025 12:00,Short,169.6,529.223,89756.2208,14050.87,15.65,19946.41,22.22,-169.35,-0.19,134023.5,134.02
1342,Exit short,27/02/2025 04:30,Short Exit,137.81,231.48,31016.0052,-884.25,-2.85,773.14,2.49,-1252.31,-4.04,133139.25,133.14
1342,Entry short,26/02/2025 18:00,Short,133.99,231.48,31016.0052,-884.25,-2.85,773.14,2.49,-1252.31,-4.04,133139.25,133.14
1343,Exit short,28/02/2025 13:30,Stop Hit,137.23,272.296,36468.60328,-898.58,-2.46,2281.84,6.26,-1222.61,-3.35,132240.67,132.24
1343,Entry short,28/02/2025 01:30,Short,133.93,272.296,36468.60328,-898.58,-2.46,2281.84,6.26,-1222.61,-3.35,132240.67,132.24
1344,Exit long,01/03/2025 06:30,Long Exit,143.47,191.247,27769.0644,-330.86,-1.19,1157.04,4.17,-455.17,-1.64,131909.81,131.91
1344,Entry long,28/02/2025 14:30,Long,145.2,191.247,27769.0644,-330.86,-1.19,1157.04,4.17,-455.17,-1.64,131909.81,131.91
1345,Exit long,03/03/2025 07:00,Long Exit,161.82,240.477,36523.64676,2390.34,6.54,6726.14,18.42,-16.83,-0.05,134300.16,134.3
1345,Entry long,02/03/2025 15:30,Long,151.88,240.477,36523.64676,2390.34,6.54,6726.14,18.42,-16.83,-0.05,134300.16,134.3
1346,Exit short,04/03/2025 15:00,Short Exit,136.65,135.102,19750.56138,1288.87,6.53,1854.95,9.39,-249.94,-1.27,135589.03,135.59
1346,Entry short,03/03/2025 19:30,Short,146.19,135.102,19750.56138,1288.87,6.53,1854.95,9.39,-249.94,-1.27,135589.03,135.59
1347,Exit short,04/03/2025 19:30,Short Exit,141.9,141.664,19300.30336,-801.82,-4.15,34,0.18,-1208.39,-6.26,134787.22,134.79
1347,Entry short,04/03/2025 17:00,Short,136.24,141.664,19300.30336,-801.82,-4.15,34,0.18,-1208.39,-6.26,134787.22,134.79
1348,Exit long,05/03/2025 15:30,Long Exit,140.52,216.298,32204.60922,-1810.41,-5.62,181.69,0.56,-1853.67,-5.76,132976.8,132.98
1348,Entry long,05/03/2025 10:30,Long,148.89,216.298,32204.60922,-1810.41,-5.62,181.69,0.56,-1853.67,-5.76,132976.8,132.98
1349,Exit long,06/03/2025 14:00,Long Exit,146.69,236.968,35222.92352,-462.09,-1.31,1009.48,2.87,-516.59,-1.47,132514.72,132.51
1349,Entry long,06/03/2025 03:30,Long,148.64,236.968,35222.92352,-462.09,-1.31,1009.48,2.87,-516.59,-1.47,132514.72,132.51
1350,Exit short,07/03/2025 10:00,Short Exit,143.61,220.865,30474.9527,-1243.47,-4.08,649.34,2.13,-1817.72,-5.96,131271.25,131.27
1350,Entry short,07/03/2025 00:30,Short,137.98,220.865,30474.9527,-1243.47,-4.08,649.34,2.13,-1817.72,-5.96,131271.25,131.27
1351,Exit long,07/03/2025 22:30,Long Exit,141.2,193.303,28574.04946,-1279.67,-4.48,112.12,0.39,-1403.38,-4.91,129991.58,129.99
1351,Entry long,07/03/2025 19:30,Long,147.82,193.303,28574.04946,-1279.67,-4.48,112.12,0.39,-1403.38,-4.91,129991.58,129.99
1352,Exit short,09/03/2025 05:30,Short Exit,139.28,292.474,40118.65858,-617.12,-1.54,549.85,1.37,-655.14,-1.63,129374.46,129.37
1352,Entry short,08/03/2025 11:30,Short,137.17,292.474,40118.65858,-617.12,-1.54,549.85,1.37,-655.14,-1.63,129374.46,129.37
1353,Exit short,10/03/2025 09:30,Short Exit,130.24,429.808,58226.08976,2247.9,3.86,4917,8.44,-266.48,-0.46,131622.36,131.62
1353,Entry short,09/03/2025 12:30,Short,135.47,429.808,58226.08976,2247.9,3.86,4917,8.44,-266.48,-0.46,131622.36,131.62
1354,Exit short,11/03/2025 05:30,Short Exit,122.89,236.472,28854.31344,-205.73,-0.71,2369.45,8.21,-515.51,-1.79,131416.62,131.42
1354,Entry short,10/03/2025 14:30,Short,122.02,236.472,28854.31344,-205.73,-0.71,2369.45,8.21,-515.51,-1.79,131416.62,131.42
1355,Exit long,12/03/2025 04:00,Long Exit,122.52,214.397,27104.06874,-836.15,-3.08,430.94,1.59,-846.87,-3.12,130580.48,130.58
1355,Entry long,11/03/2025 18:30,Long,126.42,214.397,27104.06874,-836.15,-3.08,430.94,1.59,-846.87,-3.12,130580.48,130.58
1356,Exit long,13/03/2025 06:00,Long Exit,123.53,304.808,39076.3856,-1423.45,-3.64,954.05,2.44,-1575.86,-4.03,129157.02,129.16
1356,Entry long,12/03/2025 12:30,Long,128.2,304.808,39076.3856,-1423.45,-3.64,954.05,2.44,-1575.86,-4.03,129157.02,129.16
1357,Exit short,14/03/2025 08:00,Short Exit,124.68,305.657,37528.56646,-580.75,-1.55,617.43,1.65,-871.12,-2.32,128576.27,128.58
1357,Entry short,13/03/2025 16:30,Short,122.78,305.657,37528.56646,-580.75,-1.55,617.43,1.65,-871.12,-2.32,128576.27,128.58
1358,Exit long,16/03/2025 10:00,Long Exit,133.48,456.46,58869.6462,2058.63,3.5,3533,6,-629.91,-1.07,130634.91,130.63
1358,Entry long,14/03/2025 14:00,Long,128.97,456.46,58869.6462,2058.63,3.5,3533,6,-629.91,-1.07,130634.91,130.63
1359,Exit short,17/03/2025 08:00,Short Exit,129.26,501.79,65859.9375,998.56,1.52,3030.81,4.6,-70.25,-0.11,131633.47,131.63
1359,Entry short,16/03/2025 11:30,Short,131.25,501.79,65859.9375,998.56,1.52,3030.81,4.6,-70.25,-0.11,131633.47,131.63
1360,Exit short,18/03/2025 23:00,Short Exit,125.02,401.878,50303.06926,60.28,0.12,1370.4,2.72,-317.48,-0.63,131693.75,131.69
1360,Entry short,18/03/2025 02:00,Short,125.17,401.878,50303.06926,60.28,0.12,1370.4,2.72,-317.48,-0.63,131693.75,131.69
1361,Exit long,20/03/2025 10:30,Long Exit,131.23,575.135,72932.86935,2542.1,3.49,5354.51,7.34,-230.05,-0.32,134235.84,134.24
1361,Entry long,19/03/2025 11:00,Long,126.81,575.135,72932.86935,2542.1,3.49,5354.51,7.34,-230.05,-0.32,134235.84,134.24
1362,Exit short,21/03/2025 09:30,Short Exit,128.79,378.916,48137.48864,-663.1,-1.38,41.68,0.09,-780.57,-1.62,133572.75,133.57
1362,Entry short,20/03/2025 17:00,Short,127.04,378.916,48137.48864,-663.1,-1.38,41.68,0.09,-780.57,-1.62,133572.75,133.57
1363,Exit short,21/03/2025 19:00,Short Exit,127.31,512.479,64772.22081,-471.48,-0.73,809.72,1.25,-1711.68,-2.64,133101.27,133.1
1363,Entry short,21/03/2025 10:30,Short,126.39,512.479,64772.22081,-471.48,-0.73,809.72,1.25,-1711.68,-2.64,133101.27,133.1
1364,Exit long,22/03/2025 22:00,Long Exit,128.55,443.351,57276.51569,-283.74,-0.5,1174.88,2.05,-718.23,-1.25,132817.52,132.82
1364,Entry long,21/03/2025 22:00,Long,129.19,443.351,57276.51569,-283.74,-0.5,1174.88,2.05,-718.23,-1.25,132817.52,132.82
1365,Exit long,23/03/2025 19:00,Long Exit,130.79,748.782,98884.15092,-950.95,-0.96,1497.56,1.51,-1175.59,-1.19,131866.56,131.87
1365,Entry long,23/03/2025 10:30,Long,132.06,748.782,98884.15092,-950.95,-0.96,1497.56,1.51,-1175.59,-1.19,131866.56,131.87
1366,Exit long,24/03/2025 22:30,Long Exit,140.68,581.038,78132.17986,3608.25,4.62,6095.09,7.8,-947.09,-1.21,135474.81,135.47
1366,Entry long,24/03/2025 00:30,Long,134.47,581.038,78132.17986,3608.25,4.62,6095.09,7.8,-947.09,-1.21,135474.81,135.47
1367,Exit long,26/03/2025 03:30,Long Exit,142.79,385.461,55887.99039,-848.01,-1.52,959.8,1.72,-1040.74,-1.86,134626.8,134.63
1367,Entry long,25/03/2025 13:30,Long,144.99,385.461,55887.99039,-848.01,-1.52,959.8,1.72,-1040.74,-1.86,134626.8,134.63
1368,Exit short,27/03/2025 22:00,Short Exit,139.63,378.57,52969.5144,109.79,0.21,1624.07,3.07,-253.64,-0.48,134736.58,134.74
1368,Entry short,26/03/2025 14:30,Short,139.92,378.57,52969.5144,109.79,0.21,1624.07,3.07,-253.64,-0.48,134736.58,134.74
1369,Exit short,30/03/2025 20:00,Long,126.23,427.584,57411.70368,3437.78,5.99,4955.7,8.63,-128.28,-0.22,138174.36,138.17
1369,Entry short,28/03/2025 05:00,Short,134.27,427.584,57411.70368,3437.78,5.99,4955.7,8.63,-128.28,-0.22,138174.36,138.17
1370,Exit long,31/03/2025 02:00,Long Exit,123.82,513.312,64795.37376,-1237.08,-1.91,436.32,0.67,-1786.33,-2.76,136937.28,136.94
1370,Entry long,30/03/2025 20:00,Long,126.23,513.312,64795.37376,-1237.08,-1.91,436.32,0.67,-1786.33,-2.76,136937.28,136.94
1371,Exit long,01/04/2025 15:30,Long Exit,125.56,418.24,52940.8192,-426.6,-0.81,1417.83,2.68,-1476.39,-2.79,136510.67,136.51
1371,Entry long,31/03/2025 04:00,Long,126.58,418.24,52940.8192,-426.6,-0.81,1417.83,2.68,-1476.39,-2.79,136510.67,136.51
1372,Exit long,02/04/2025 03:30,Long Exit,124.59,368.536,47364.24672,-1448.35,-3.06,538.06,1.14,-1628.93,-3.44,135062.33,135.06
1372,Entry long,01/04/2025 16:30,Long,128.52,368.536,47364.24672,-1448.35,-3.06,538.06,1.14,-1628.93,-3.44,135062.33,135.06
1373,Exit short,02/04/2025 14:00,Short Exit,126.61,462.977,57321.18237,-1296.34,-2.26,143.52,0.25,-1384.3,-2.41,133765.98,133.77
1373,Entry short,02/04/2025 06:30,Short,123.81,462.977,57321.18237,-1296.34,-2.26,143.52,0.25,-1384.3,-2.41,133765.98,133.77
1374,Exit long,02/04/2025 22:30,Long Exit,124.86,393.518,51326.55274,-2191.9,-4.27,2274.53,4.43,-2290.27,-4.46,131574.1,131.57
1374,Entry long,02/04/2025 17:00,Long,130.43,393.518,51326.55274,-2191.9,-4.27,2274.53,4.43,-2290.27,-4.46,131574.1,131.57
1375,Exit short,04/04/2025 01:00,Short Exit,117.17,254.633,30884.43657,1049.09,3.4,2304.43,7.46,-5.09,-0.02,132623.19,132.62
1375,Entry short,02/04/2025 23:30,Short,121.29,254.633,30884.43657,1049.09,3.4,2304.43,7.46,-5.09,-0.02,132623.19,132.62
1376,Exit long,04/04/2025 12:30,Stop Hit,113.52,440.664,52712.22768,-2688.05,-5.1,61.69,0.12,-2736.52,-5.19,129935.13,129.94
1376,Entry long,04/04/2025 11:00,Long,119.62,440.664,52712.22768,-2688.05,-5.1,61.69,0.12,-2736.52,-5.19,129935.13,129.94
1377,Exit long,05/04/2025 08:00,Long Exit,120.65,290.377,34665.20626,368.78,1.06,1341.54,3.87,-476.22,-1.37,130303.91,130.3
1377,Entry long,04/04/2025 16:30,Long,119.38,290.377,34665.20626,368.78,1.06,1341.54,3.87,-476.22,-1.37,130303.91,130.3
1378,Exit short,07/04/2025 15:30,Stop Hit,105.03,564.648,65753.2596,6448.28,9.81,11964.89,18.2,0,0,136752.19,136.75
1378,Entry short,06/04/2025 14:00,Short,116.45,564.648,65753.2596,6448.28,9.81,11964.89,18.2,0,0,136752.19,136.75
1379,Exit short,09/04/2025 08:30,Short Exit,107.54,285.359,28915.42747,-1772.08,-6.13,2.85,0.01,-1860.54,-6.43,134980.11,134.98
1379,Entry short,09/04/2025 02:30,Short,101.33,285.359,28915.42747,-1772.08,-6.13,2.85,0.01,-1860.54,-6.43,134980.11,134.98
1380,Exit long,10/04/2025 09:00,Long Exit,114.79,251.547,28802.1315,72.95,0.25,1635.06,5.68,-113.2,-0.39,135053.06,135.05
1380,Entry long,09/04/2025 18:30,Long,114.5,251.547,28802.1315,72.95,0.25,1635.06,5.68,-113.2,-0.39,135053.06,135.05
1381,Exit long,13/04/2025 07:30,Long Exit,129.59,423.546,49542.17562,5345.15,10.79,7259.58,14.65,-465.9,-0.94,140398.2,140.4
1381,Entry long,11/04/2025 08:00,Long,116.97,423.546,49542.17562,5345.15,10.79,7259.58,14.65,-465.9,-0.94,140398.2,140.4
1382,Exit short,14/04/2025 03:30,Short Exit,133.61,307.944,39022.66368,-2121.73,-5.44,431.12,1.1,-2134.05,-5.47,138276.47,138.28
1382,Entry short,13/04/2025 22:00,Short,126.72,307.944,39022.66368,-2121.73,-5.44,431.12,1.1,-2134.05,-5.47,138276.47,138.28
1383,Exit long,14/04/2025 16:30,Long Exit,129.76,262.529,35026.61918,-960.86,-2.74,359.66,1.03,-979.23,-2.8,137315.62,137.32
1383,Entry long,14/04/2025 04:00,Long,133.42,262.529,35026.61918,-960.86,-2.74,359.66,1.03,-979.23,-2.8,137315.62,137.32
1384,Exit short,16/04/2025 16:00,Short Exit,127.83,342.282,43644.37782,-109.53,-0.25,1375.97,3.15,-410.74,-0.94,137206.1,137.21
1384,Entry short,15/04/2025 19:30,Short,127.51,342.282,43644.37782,-109.53,-0.25,1375.97,3.15,-410.74,-0.94,137206.1,137.21
1385,Exit long,18/04/2025 16:00,Long Exit,133.33,252.845,33489.32025,222.5,0.66,948.17,2.83,-745.89,-2.23,137428.6,137.43
1385,Entry long,16/04/2025 21:00,Long,132.45,252.845,33489.32025,222.5,0.66,948.17,2.83,-745.89,-2.23,137428.6,137.43
1386,Exit long,19/04/2025 18:00,Long Exit,137.98,558.545,76961.91555,106.12,0.14,1513.66,1.97,-508.28,-0.66,137534.72,137.53
1386,Entry long,19/04/2025 03:30,Long,137.79,558.545,76961.91555,106.12,0.14,1513.66,1.97,-508.28,-0.66,137534.72,137.53
1387,Exit long,20/04/2025 12:00,Long Exit,138.32,614.724,86479.37232,-1450.75,-1.68,786.85,0.91,-1770.41,-2.05,136083.97,136.08
1387,Entry long,20/04/2025 01:30,Long,140.68,614.724,86479.37232,-1450.75,-1.68,786.85,0.91,-1770.41,-2.05,136083.97,136.08
1388,Exit short,21/04/2025 01:30,Stop Hit,141.3,555.748,76154.14844,-2373.04,-3.12,772.49,1.01,-2573.11,-3.38,133710.92,133.71
1388,Entry short,20/04/2025 12:30,Short,137.03,555.748,76154.14844,-2373.04,-3.12,772.49,1.01,-2573.11,-3.38,133710.92,133.71
1389,Exit long,21/04/2025 14:00,Long Exit,138.31,443.606,62632.73114,-1277.59,-2.04,452.48,0.72,-1321.95,-2.11,132433.34,132.43
1389,Entry long,21/04/2025 02:00,Long,141.19,443.606,62632.73114,-1277.59,-2.04,452.48,0.72,-1321.95,-2.11,132433.34,132.43
1390,Exit short,22/04/2025 04:30,Short Exit,139.19,377.04,51111.5424,-1368.66,-2.68,656.05,1.28,-1625.04,-3.18,131064.69,131.06
1390,Entry short,21/04/2025 18:00,Short,135.56,377.04,51111.5424,-1368.66,-2.68,656.05,1.28,-1625.04,-3.18,131064.69,131.06
1391,Exit long,24/04/2025 04:30,Long Exit,149.6,464.504,65699.44576,3790.35,5.77,5931.72,9.03,-185.8,-0.28,134855.03,134.86
1391,Entry long,22/04/2025 14:00,Long,141.44,464.504,65699.44576,3790.35,5.77,5931.72,9.03,-185.8,-0.28,134855.03,134.86
1392,Exit short,24/04/2025 15:30,Short Exit,149.26,381.81,56404.7913,-584.17,-1.04,1091.98,1.94,-1271.43,-2.25,134270.88,134.27
1392,Entry short,24/04/2025 08:30,Short,147.73,381.81,56404.7913,-584.17,-1.04,1091.98,1.94,-1271.43,-2.25,134270.88,134.27
1393,Exit long,25/04/2025 19:00,Long Exit,150.91,404.31,61677.4905,-663.07,-1.08,1799.18,2.92,-857.14,-1.39,133607.8,133.61
1393,Entry long,25/04/2025 01:00,Long,152.55,404.31,61677.4905,-663.07,-1.08,1799.18,2.92,-857.14,-1.39,133607.8,133.61
1394,Exit short,27/04/2025 01:30,Short Exit,150.07,359.541,54060.58476,104.27,0.19,938.4,1.74,-1010.31,-1.87,133712.06,133.71
1394,Entry short,25/04/2025 23:00,Short,150.36,359.541,54060.58476,104.27,0.19,938.4,1.74,-1010.31,-1.87,133712.06,133.71
1395,Exit short,27/04/2025 15:00,Short Exit,149.06,518.705,75907.2897,-1410.88,-1.86,430.53,0.57,-1576.86,-2.08,132301.19,132.3
1395,Entry short,27/04/2025 03:00,Short,146.34,518.705,75907.2897,-1410.88,-1.86,430.53,0.57,-1576.86,-2.08,132301.19,132.3
1396,Exit short,28/04/2025 08:00,Stop Hit,150.79,497.917,72188.00666,-2892.9,-4.01,174.27,0.24,-3181.69,-4.41,129408.29,129.41
1396,Entry short,28/04/2025 03:00,Short,144.98,497.917,72188.00666,-2892.9,-4.01,174.27,0.24,-3181.69,-4.41,129408.29,129.41
1397,Exit long,28/04/2025 16:30,Long Exit,146.02,431.174,65016.72746,-2056.7,-3.16,1125.36,1.73,-2198.99,-3.38,127351.59,127.35
1397,Entry long,28/04/2025 08:00,Long,150.79,431.174,65016.72746,-2056.7,-3.16,1125.36,1.73,-2198.99,-3.38,127351.59,127.35
1398,Exit long,29/04/2025 22:30,Long Exit,146.53,445.502,66767.38474,-1487.98,-2.23,191.57,0.29,-1795.37,-2.69,125863.62,125.86
1398,Entry long,29/04/2025 20:00,Long,149.87,445.502,66767.38474,-1487.98,-2.23,191.57,0.29,-1795.37,-2.69,125863.62,125.86
1399,Exit short,01/05/2025 00:30,Stop Hit,147.84,416.015,60526.02235,-977.64,-1.62,2150.8,3.55,-1322.93,-2.19,124885.98,124.89
1399,Entry short,30/04/2025 00:30,Short,145.49,416.015,60526.02235,-977.64,-1.62,2150.8,3.55,-1322.93,-2.19,124885.98,124.89
1400,Exit long,01/05/2025 21:30,Long Exit,150.36,405.118,60196.48362,717.06,1.19,2187.64,3.63,-243.07,-0.4,125603.04,125.6
1400,Entry long,01/05/2025 02:30,Long,148.59,405.118,60196.48362,717.06,1.19,2187.64,3.63,-243.07,-0.4,125603.04,125.6
1401,Exit short,03/05/2025 16:30,Short Exit,148.64,487.685,72538.2669,48.77,0.07,1004.63,1.38,-151.18,-0.21,125651.81,125.65
1401,Entry short,02/05/2025 20:30,Short,148.74,487.685,72538.2669,48.77,0.07,1004.63,1.38,-151.18,-0.21,125651.81,125.65
1402,Exit short,04/05/2025 16:00,Short Exit,146.52,689.795,101020.4778,-48.29,-0.05,1220.94,1.21,-1007.1,-1,125603.52,125.6
1402,Entry short,03/05/2025 18:30,Short,146.45,689.795,101020.4778,-48.29,-0.05,1220.94,1.21,-1007.1,-1,125603.52,125.6
1403,Exit short,05/05/2025 23:30,Short Exit,147.05,594.095,85537.7981,-1823.87,-2.13,879.26,1.03,-2008.04,-2.35,123779.65,123.78
1403,Entry short,05/05/2025 00:30,Short,143.98,594.095,85537.7981,-1823.87,-2.13,879.26,1.03,-2008.04,-2.35,123779.65,123.78
1404,Exit long,06/05/2025 09:30,Long Exit,144.02,514.275,75768.13575,-1702.25,-2.25,123.43,0.16,-1877.1,-2.48,122077.4,122.08
1404,Entry long,06/05/2025 00:00,Long,147.33,514.275,75768.13575,-1702.25,-2.25,123.43,0.16,-1877.1,-2.48,122077.4,122.08
1405,Exit short,06/05/2025 23:30,Stop Hit,146.57,545.824,78096.49792,-1904.93,-2.44,911.53,1.17,-1921.3,-2.46,120172.48,120.17
1405,Entry short,06/05/2025 12:00,Short,143.08,545.824,78096.49792,-1904.93,-2.44,911.53,1.17,-1921.3,-2.46,120172.48,120.17
1406,Exit long,07/05/2025 17:30,Long Exit,145.23,402.984,59943.87,-1418.5,-2.37,318.36,0.53,-1470.89,-2.45,118753.97,118.75
1406,Entry long,07/05/2025 01:30,Long,148.75,402.984,59943.87,-1418.5,-2.37,318.36,0.53,-1470.89,-2.45,118753.97,118.75
1407,Exit long,10/05/2025 06:30,Long Exit,170.34,432.67,64407.2562,9293.75,14.43,11807.56,18.33,-402.38,-0.62,128047.72,128.05
1407,Entry long,08/05/2025 02:30,Long,148.86,432.67,64407.2562,9293.75,14.43,11807.56,18.33,-402.38,-0.62,128047.72,128.05
1408,Exit long,11/05/2025 15:00,Long Exit,170.94,321.408,57136.70016,-2195.22,-3.84,800.31,1.4,-2220.93,-3.89,125852.51,125.85
1408,Entry long,11/05/2025 00:30,Long,177.77,321.408,57136.70016,-2195.22,-3.84,800.31,1.4,-2220.93,-3.89,125852.51,125.85
1409,Exit long,12/05/2025 17:30,Long Exit,175.42,257.543,46187.76162,-1009.57,-2.19,545.99,1.18,-1571.01,-3.4,124842.94,124.84
1409,Entry long,12/05/2025 08:30,Long,179.34,257.543,46187.76162,-1009.57,-2.19,545.99,1.18,-1571.01,-3.4,124842.94,124.84
1410,Exit short,13/05/2025 12:30,Short Exit,174.4,193.687,33012.01228,-767,-2.32,825.11,2.5,-879.34,-2.66,124075.94,124.08
1410,Entry short,12/05/2025 20:00,Short,170.44,193.687,33012.01228,-767,-2.32,825.11,2.5,-879.34,-2.66,124075.94,124.08
1411,Exit long,14/05/2025 10:00,Long Exit,178.45,274.128,49088.10096,-169.96,-0.35,1592.68,3.24,-233.01,-0.47,123905.98,123.91
1411,Entry long,13/05/2025 20:00,Long,179.07,274.128,49088.10096,-169.96,-0.35,1592.68,3.24,-233.01,-0.47,123905.98,123.91
1412,Exit short,16/05/2025 12:30,Short Exit,172.94,300.393,52019.05581,69.09,0.13,1943.54,3.74,-396.52,-0.76,123975.06,123.98
1412,Entry short,15/05/2025 07:00,Short,173.17,300.393,52019.05581,69.09,0.13,1943.54,3.74,-396.52,-0.76,123975.06,123.98
1413,Exit short,18/05/2025 06:00,Short Exit,168.53,303.128,50755.75232,-330.41,-0.65,1039.73,2.05,-772.98,-1.52,123644.66,123.64
1413,Entry short,17/05/2025 00:00,Short,167.44,303.128,50755.75232,-330.41,-0.65,1039.73,2.05,-772.98,-1.52,123644.66,123.64
